-416.027	5
-414.084	4.875
-412.139	4.875
-410.195	5
-408.253	4.5
-406.31	5.375
-404.369	4.5
-402.426	4
-400.486	4.625
-398.544	4.625
-396.605	4
-394.663	5.25
-392.723	4.5
-390.785	5.125
-388.845	4.875
-386.907	4.625
-384.968	4.75
-383.031	4.75
-381.093	4.75
-379.157	4.125
-377.222	4.75
-375.284	4.375
-373.35	5
-371.413	5
-369.479	4.75
-367.544	5.375
-365.611	4.875
-363.676	5
-361.743	4.625
-359.812	5.125
-357.878	4
-355.947	4.75
-354.014	4.375
-352.083	4.5
-350.153	4.75
-348.222	4.875
-346.293	5
-344.361	5
-342.433	4.625
-340.505	4.875
-338.575	4.625
-336.648	4.5
-334.721	4.5
-332.792	4.75
-330.866	4.5
-328.941	4.625
-327.013	4.375
-325.088	4.5
-323.164	5
-321.24	5
-319.314	4.75
-317.39	4.875
-315.467	4.75
-313.543	4.5
-311.62	4
-309.699	4.25
-307.777	4.5
-305.854	4.875
-303.933	4.5
-302.013	4.5
-300.093	5
-298.174	4.5
-296.252	4
-294.334	4.75
-292.415	4.625
-290.497	5
-288.58	4.5
-286.66	5.125
-284.744	5.5
-282.827	4.625
-280.911	5
-278.996	4.875
-277.08	4.75
-275.163	5.125
-273.249	4.25
-271.335	4.375
-269.421	5.25
-267.508	5
-265.595	4.625
-263.682	4.5
-261.77	4.5
-259.858	4.75
-257.945	4.75
-256.034	4.875
-254.123	4.5
-252.213	4.625
-250.303	5.125
-248.393	4
-246.484	4.375
-244.576	4.625
-242.667	4.5
-240.759	4.625
-238.852	4.75
-236.945	5.375
-235.038	4.75
-233.131	4.875
-231.225	5.375
-229.32	4.5
-227.414	4.5
-225.509	4.625
-223.605	4.25
-221.701	5.25
-219.797	4.5
-217.894	4.25
-215.991	5.125
-214.088	4.375
-212.186	5
-210.284	4.375
-208.383	4.75
-206.484	5
-204.583	4.625
-202.683	5
-200.783	4.875
-198.883	4.75
-196.984	5.375
-195.085	4.5
-193.187	5.25
-191.289	4.75
-189.393	4.75
-187.496	4.875
-185.599	4.5
-183.702	5
-181.806	4.5
-179.911	4.75
-178.017	5.375
-176.122	5.375
-174.228	4.875
-172.333	4.5
-170.44	4.25
-168.548	5.125
-166.655	5.125
-164.762	4.25
-162.87	5
-160.978	5
-159.089	4.625
-157.197	4.375
-155.307	4.5
-153.418	4.5
-151.528	4.875
-149.638	3.875
-147.749	4.75
-145.862	4.625
-143.974	4.5
-142.086	4.75
-140.2	4.75
-138.312	5
-136.425	4.75
-134.541	4.75
-132.654	5
-130.768	4.625
-128.885	4.5
-127	4.5
-125.115	4.625
-123.233	5.125
-121.349	5.375
-119.465	5
-117.584	4.625
-115.701	4.75
