149.893	9.56776
151.723	10.5307
153.551	10.8641
155.38	12.4196
157.207	12.4196
159.035	12.827
160.862	14.2715
162.69	14.1974
164.515	13.9752
166.342	13.8641
168.167	13.79
169.993	13.0863
171.817	14.0492
173.643	13.3085
175.466	13.2715
177.289	13.3826
179.114	14.1974
180.936	14.1604
182.76	13.9381
184.582	14.1604
186.405	13.4196
188.226	14.0122
190.046	14.5307
191.868	13.6048
193.688	13.9381
195.51	13.4937
197.329	14.5678
199.147	14.4937
200.968	14.0122
202.786	15.5678
204.603	14.6789
206.423	14.7159
208.239	15.3085
210.056	14.3455
211.874	14.9752
213.69	15.1604
215.505	15.3826
217.323	15.5678
219.137	15.6789
220.952	15.3826
222.768	14.827
224.582	14.3455
226.395	15.6048
228.208	15.0863
230.023	15.0863
231.835	15.6789
233.647	15.0122
235.458	15.3085
237.272	15.7159
239.083	14.5307
240.893	15.3826
242.703	15.1974
244.515	15.79
246.324	14.6048
248.134	15.5307
249.942	15.4566
251.751	14.79
253.561	14.2715
255.368	14.6048
257.176	15.1974
258.983	14.9381
260.789	14.7529
262.596	15.0863
264.401	15.0122
266.209	16.0122
268.014	15.0863
269.819	14.79
271.624	14.0122
273.428	15.0863
275.232	14.9752
277.035	14.9752
278.838	14.9011
280.641	15.5678
282.445	14.8641
284.247	14.5678
286.049	14.79
287.85	15.4937
289.651	15.2344
291.452	15.3085
293.252	15.0492
295.052	15.4937
296.852	14.9381
298.651	15.1233
300.45	15.0122
302.249	15.0122
304.047	15.0122
305.845	15.0122
307.642	15.6789
309.439	15.5307
311.236	15.9381
313.032	15.0122
314.829	14.6789
316.624	15.4196
318.42	15.3455
320.215	14.9011
322.009	15.6418
323.804	16.1604
325.596	15.0863
327.389	16.1233
329.183	15.6789
330.976	14.9752
332.768	15.4566
334.56	16.4196
336.352	15.6048
338.144	15.4196
339.935	15.4196
341.726	15.5678
343.514	15.3826
345.305	15.827
347.094	15.3826
348.884	15.0122
350.673	14.4937
352.462	16.2344
354.248	14.3826
356.036	14.8641
357.824	15.1604
359.611	15.827
361.398	15.4196
363.183	15.3826
364.969	15.1974
366.755	15.9381
368.541	15.4196
370.324	15.3826
372.109	14.1974
373.894	15.2715
375.678	15.9752
377.46	14.1604
379.244	15.0863
381.027	15.0492
382.81	15.7529
384.59	15.1604
386.372	15.3085
388.154	14.0122
389.934	15.6789
391.715	14.9011
393.496	14.6048
395.274	16.0492
397.054	14.9011
398.834	15.4566
400.612	14.4566
402.391	14.79
404.169	14.0863
405.946	13.4937
407.724	15.3826
409.502	14.9011
411.277	14.1604
413.054	15.0492
414.829	13.5307
416.605	15.0492
418.379	13.6789
420.155	13.5307
421.93	12.6789
423.703	15.0122
425.477	14.1233
427.25	14.3826
429.024	14.0492
430.795	14.2344
432.568	15.2715
434.339	14.6048
436.112	15.0492
437.882	15.1233
439.654	14.2344
441.423	15.0122
443.195	14.6418
444.964	15.2715
446.734	15.2715
448.502	15.3826
450.272	14.6048
452.039	14.5678
453.809	15.4196
455.575	14.9381
457.344	15.827
459.11	15.2715
460.876	14.4566
462.643	14.6789
464.408	14.1974
466.175	15.2344
467.939	15.1974
469.704	15.0492
471.469	15.0863
473.233	13.9011
474.998	14.3455
476.76	14.2715
478.523	15.0492
480.287	14.4566
482.049	14.6789
483.81	14.6789
485.573	14.1974
487.334	15.0863
489.094	14.6418
490.856	14.3455
492.616	14.8641
494.375	14.5307
496.134	13.7529
497.895	13.5307
499.653	14.9752
501.411	14.2715
503.17	11.9011
504.928	14.1604
506.685	13.3085
508.441	13.1604
510.2	13.0492
511.955	13.6418
513.711	13.3085
515.466	14.5307
517.221	14.0122
518.978	13.1233
520.732	13.0863
522.486	13.3826
524.24	13.6048
525.993	12.0492
527.746	13.1233
529.5	12.9011
531.252	11.8641
533.004	12.5678
534.756	13.6048
536.507	14.0863
538.258	13.6048
540.009	14.2715
541.761	13.0492
543.511	13.6048
545.26	14.1233
547.009	14.1604
548.758	14.0122
550.507	13.3826
552.255	14.5307
554.003	13.3826
555.75	13.4937
557.497	14.4566
559.244	13.6048
560.991	15.3455
562.737	14.0492
564.483	13.3085
566.228	14.7529
567.974	14.4196
569.718	13.5307
571.463	13.6789
573.207	14.0492
574.951	13.827
576.694	14.6048
578.438	14.1233
580.18	13.8641
581.923	14.2715
583.665	13.6048
585.407	15.0863
587.148	13.4196
588.89	13.6048
590.631	14.2715
592.371	14.6048
594.111	14.0122
595.851	14.6418
597.589	14.3085
599.328	14.3085
601.067	13.7159
602.805	13.6048
604.543	14.4196
606.281	13.5307
608.019	13.3085
609.756	14.3085
611.491	13.8641
613.227	13.3085
614.963	13.4937
616.699	14.5678
618.435	13.6789
620.168	14.4937
621.903	14.2344
623.637	13.6048
625.372	14.3455
627.105	13.9011
628.837	15.5307
630.57	14.9752
632.303	13.7159
634.036	14.9752
635.766	14.7529
637.498	13.9752
639.229	14.4196
640.958	13.6418
642.689	15.1604
644.42	14.3085
646.15	14.6418
647.878	13.827
649.608	14.4566
651.337	14.1604
653.064	14.1974
654.792	14.4196
656.521	14.1233
658.247	13.3826
659.974	14.0122
661.701	14.2715
663.426	14.1233
665.153	14.3455
666.877	14.7529
668.603	14.4937
670.329	13.5678
672.052	14.2344
673.777	14.5307
675.5	14.6418
677.224	14.2715
678.946	14.7529
680.67	15.1233
682.393	14.0122
684.114	14.3826
685.837	15.3826
687.557	14.2715
689.279	14.0122
690.999	15.0492
692.72	14.0492
694.439	14.827
696.16	15.2715
697.878	14.3085
699.598	14.4196
701.316	13.827
703.035	14.6048
704.753	15.0122
706.471	14.7529
708.188	14.1233
709.904	14.827
711.622	15.1233
713.337	14.4937
715.054	14.8641
716.769	14.1974
718.483	13.6789
720.2	14.1974
721.913	13.6048
723.629	14.79
725.342	14.3085
727.055	15.0492
728.769	14.8641
730.482	14.0122
732.193	14.8641
733.907	14.3085
735.618	13.9752
737.329	14.79
739.042	13.7529
740.752	15.0492
742.462	15.2344
744.173	14.4196
745.883	14.9381
747.592	14.5678
749.3	14.3455
751.011	14.6789
752.719	14.2715
754.426	14.3085
756.134	15.1974
757.843	14.9381
759.549	14.2344
761.256	15.3085
762.962	14.4196
764.669	14.4196
766.375	14.5678
768.08	14.4937
769.785	15.3826
771.489	14.79
773.193	15.1974
774.899	14.4566
776.602	14.9011
778.306	13.7159
780.008	15.1233
781.711	14.5307
783.413	15.0492
785.115	14.7159
786.818	14.6048
788.52	15.3826
790.221	14.79
791.921	15.3455
793.621	14.5678
795.321	14.5307
797.021	14.7529
798.72	14.0863
800.419	14.0492
802.118	14.827
803.816	14.4937
805.514	15.1974
807.212	15.5307
808.909	14.0122
810.606	14.3085
812.303	14.4937
813.999	14.7159
815.695	14.6048
817.391	15.3455
819.087	15.6048
820.782	14.3455
822.477	14.3455
824.171	14.3826
825.865	14.9011
827.559	15.2344
829.253	14.4937
830.946	15.3455
832.639	14.3826
834.331	15.2344
